state,population,date,deaths
CO,5758736,2022-01-30,12017
CO,5758736,2022-01-31,12052
CO,5758736,2022-02-01,12080
CO,5758736,2022-02-02,12093
CO,5758736,2022-02-03,12114
CO,5758736,2022-02-04,12139
CO,5758736,2022-02-05,12161
CO,5758736,2022-02-06,12168
CO,5758736,2022-02-07,12193
CO,5758736,2022-02-08,12209
CO,5758736,2022-02-09,12227
CO,5758736,2022-02-10,12242
CO,5758736,2022-02-11,12255
CO,5758736,2022-02-12,12261
CO,5758736,2022-02-13,12270
CO,5758736,2022-02-14,12282
CO,5758736,2022-02-15,12294
CO,5758736,2022-02-16,12303
CO,5758736,2022-02-17,12314
CO,5758736,2022-02-18,12318
CO,5758736,2022-02-19,12323
CO,5758736,2022-02-20,12331
CO,5758736,2022-02-21,12336
CO,5758736,2022-02-22,12352
CO,5758736,2022-02-23,12354
CO,5758736,2022-02-24,12362
CO,5758736,2022-02-25,12366
CO,5758736,2022-02-26,12368
CO,5758736,2022-02-27,12371
CO,5758736,2022-02-28,12381
CO,5758736,2022-03-01,12387
CO,5758736,2022-03-02,12392
CO,5758736,2022-03-03,12394
CO,5758736,2022-03-04,12399
CO,5758736,2022-03-05,12403
CO,5758736,2022-03-06,12404
CO,5758736,2022-03-07,12410
CO,5758736,2022-03-08,12415
CO,5758736,2022-03-09,12418
CO,5758736,2022-03-10,12421
CO,5758736,2022-03-11,12424
CO,5758736,2022-03-12,12428
CO,5758736,2022-03-13,12428
CO,5758736,2022-03-14,12434
CO,5758736,2022-03-15,12437
CO,5758736,2022-03-16,12440
CO,5758736,2022-03-17,12441
CO,5758736,2022-03-18,12443
CO,5758736,2022-03-19,12444
CO,5758736,2022-03-20,12446
CO,5758736,2022-03-21,12450
CO,5758736,2022-03-22,12453
CO,5758736,2022-03-23,12454
CO,5758736,2022-03-24,12459
CO,5758736,2022-03-25,12461
CO,5758736,2022-03-26,12461
CO,5758736,2022-03-27,12462
CO,5758736,2022-03-28,12464
CO,5758736,2022-03-29,12466
CO,5758736,2022-03-30,12469
CO,5758736,2022-03-31,12472
CT,3565287,2022-01-01,9160
CT,3565287,2022-01-02,9160
CT,3565287,2022-01-03,9210
CT,3565287,2022-01-04,9274
CT,3565287,2022-01-05,9281
CT,3565287,2022-01-06,9281
CT,3565287,2022-01-07,9377
CT,3565287,2022-01-08,9377
CT,3565287,2022-01-09,9377
CT,3565287,2022-01-10,9377
CT,3565287,2022-01-11,9435
CT,3565287,2022-01-12,9442
CT,3565287,2022-01-13,9442
CT,3565287,2022-01-14,9556
CT,3565287,2022-01-15,9556
CT,3565287,2022-01-16,9556
CT,3565287,2022-01-17,9554
CT,3565287,2022-01-18,9564
CT,3565287,2022-01-19,9670
CT,3565287,2022-01-20,9683
CT,3565287,2022-01-21,9769
CT,3565287,2022-01-22,9769
CT,3565287,2022-01-23,9769
CT,3565287,2022-01-24,9774
CT,3565287,2022-01-25,9773
CT,3565287,2022-01-26,9901
CT,3565287,2022-01-27,9908
CT,3565287,2022-01-28,9985
CT,3565287,2022-01-29,9985
CT,3565287,2022-01-30,9985
CT,3565287,2022-01-31,10010
CT,3565287,2022-02-01,10076
CT,3565287,2022-02-02,10083
CT,3565287,2022-02-03,10083
CT,3565287,2022-02-04,10159
CT,3565287,2022-02-05,10159
CT,3565287,2022-02-06,10159
CT,3565287,2022-02-07,10159
CT,3565287,2022-02-08,10158
CT,3565287,2022-02-09,10214
CT,3565287,2022-02-10,10219
CT,3565287,2022-02-11,10260
CT,3565287,2022-02-12,10260
CT,3565287,2022-02-13,10260
CT,3565287,2022-02-14,10260
CT,3565287,2022-02-15,10320
CT,3565287,2022-02-16,10318
CT,3565287,2022-02-17,10324
CT,3565287,2022-02-18,10357
CT,3565287,2022-02-19,10357
CT,3565287,2022-02-20,10357
CT,3565287,2022-02-21,10374
CT,3565287,2022-02-22,10374
CT,3565287,2022-02-23,10438
CT,3565287,2022-02-24,10443
CT,3565287,2022-02-25,10465
CT,3565287,2022-02-26,10465
CT,3565287,2022-02-27,10465
CT,3565287,2022-02-28,10470
CT,3565287,2022-03-01,10471
CT,3565287,2022-03-02,10512
CT,3565287,2022-03-03,10515
CT,3565287,2022-03-04,10543
CT,3565287,2022-03-05,10543
CT,3565287,2022-03-06,10543
CT,3565287,2022-03-07,10542
CT,3565287,2022-03-08,10591
CT,3565287,2022-03-09,10609
CT,3565287,2022-03-10,10615
CT,3565287,2022-03-11,10648
CT,3565287,2022-03-12,10648
CT,3565287,2022-03-13,10648
CT,3565287,2022-03-14,10655
CT,3565287,2022-03-15,10675
CT,3565287,2022-03-16,10677
CT,3565287,2022-03-17,10677
CT,3565287,2022-03-18,10717
CT,3565287,2022-03-19,10717
CT,3565287,2022-03-20,10717
CT,3565287,2022-03-21,10723
CT,3565287,2022-03-22,10742
CT,3565287,2022-03-23,10740
CT,3565287,2022-03-24,10744
CT,3565287,2022-03-25,10759
CT,3565287,2022-03-26,10759
CT,3565287,2022-03-27,10759
CT,3565287,2022-03-28,10759
CT,3565287,2022-03-29,10779
CT,3565287,2022-03-30,10779
CT,3565287,2022-03-31,10779
DC,705749,2022-01-01,1211
DC,705749,2022-01-02,1211
DC,705749,2022-01-03,1218
DC,705749,2022-01-04,1220
DC,705749,2022-01-05,1222
DC,705749,2022-01-06,1222
DC,705749,2022-01-07,1225
DC,705749,2022-01-08,1227
DC,705749,2022-01-09,1227
DC,705749,2022-01-10,1233
DC,705749,2022-01-11,1237
DC,705749,2022-01-12,1240
DC,705749,2022-01-13,1245
DC,705749,2022-01-14,1255
DC,705749,2022-01-15,1255
DC,705749,2022-01-16,1255
DC,705749,2022-01-17,1255
DC,705749,2022-01-18,1260
DC,705749,2022-01-19,1263
DC,705749,2022-01-20,1263
DC,705749,2022-01-21,1267
DC,705749,2022-01-22,1267
DC,705749,2022-01-23,1267
DC,705749,2022-01-24,1275
DC,705749,2022-01-25,1278
DC,705749,2022-01-26,1280
DC,705749,2022-01-27,1282
DC,705749,2022-01-28,1284
DC,705749,2022-01-29,1284
DC,705749,2022-01-30,1284
DC,705749,2022-01-31,1284
DC,705749,2022-02-01,1290
DC,705749,2022-02-02,1290
DC,705749,2022-02-03,1291
DC,705749,2022-02-04,1293
DC,705749,2022-02-05,1293
DC,705749,2022-02-06,1293
DC,705749,2022-02-07,1304
DC,705749,2022-02-08,1304
DC,705749,2022-02-09,1305
DC,705749,2022-02-10,1305
DC,705749,2022-02-11,1309
DC,705749,2022-02-12,1309
DC,705749,2022-02-13,1309
DC,705749,2022-02-14,1309
DC,705749,2022-02-15,1309
DC,705749,2022-02-16,1311
DC,705749,2022-02-17,1313
DC,705749,2022-02-18,1314
DC,705749,2022-02-19,1314
DC,705749,2022-02-20,1314
DC,705749,2022-02-21,1314
DC,705749,2022-02-22,1315
DC,705749,2022-02-23,1317
DC,705749,2022-02-24,1317
DC,705749,2022-02-25,1317
DC,705749,2022-02-26,1317
DC,705749,2022-02-27,1317
DC,705749,2022-02-28,1318
DC,705749,2022-03-01,1321
DC,705749,2022-03-02,1321
DC,705749,2022-03-03,1321
DC,705749,2022-03-04,1321
DC,705749,2022-03-05,1321
DC,705749,2022-03-06,1321
DC,705749,2022-03-07,1321
DC,705749,2022-03-08,1324
DC,705749,2022-03-09,1324
DC,705749,2022-03-10,1326
DC,705749,2022-03-11,1326
DC,705749,2022-03-12,1326
DC,705749,2022-03-13,1326
DC,705749,2022-03-14,1326
DC,705749,2022-03-15,1326
DC,705749,2022-03-16,1327
DC,705749,2022-03-17,1327
DC,705749,2022-03-18,1327
DC,705749,2022-03-19,1327
DC,705749,2022-03-20,1327
DC,705749,2022-03-21,1329
DC,705749,2022-03-22,1329
DC,705749,2022-03-23,1329
DC,705749,2022-03-24,1331
DC,705749,2022-03-25,1331
DC,705749,2022-03-26,1331
DC,705749,2022-03-27,1331
DC,705749,2022-03-28,1331
DC,705749,2022-03-29,1331
DC,705749,2022-03-30,1331
DC,705749,2022-03-31,1333
DE,973764,2022-01-01,2286
DE,973764,2022-01-02,2286
DE,973764,2022-01-03,2286
DE,973764,2022-01-04,2286
DE,973764,2022-01-05,2286
DE,973764,2022-01-06,2286
DE,973764,2022-01-07,2330
DE,973764,2022-01-08,2365
DE,973764,2022-01-09,2365
DE,973764,2022-01-10,2365
DE,973764,2022-01-11,2373
DE,973764,2022-01-12,2377
DE,973764,2022-01-13,2380
DE,973764,2022-01-14,2396
DE,973764,2022-01-15,2424
DE,973764,2022-01-16,2424
DE,973764,2022-01-17,2424
DE,973764,2022-01-18,2424
DE,973764,2022-01-19,2440
DE,973764,2022-01-20,2450
DE,973764,2022-01-21,2457
DE,973764,2022-01-22,2480
DE,973764,2022-01-23,2480
DE,973764,2022-01-24,2480
DE,973764,2022-01-25,2489
DE,973764,2022-01-26,2493
DE,973764,2022-01-27,2494
DE,973764,2022-01-28,2498
